,Boat Type,Manufacturer,Condition,Year Built,Length,Width,Material,Number of views last 7 days,Price in usd,Country
7596,Flybridge,Center Craft power boats,"Used boat,Diesel",1982,11.27,3.7,GRP,27,63130.00000000001,Italy
7597,Sport Boat,Monterey power boats,"Used boat,Unleaded",2005,8.94,2.82,GRP,148,63124.65,Spain
7598,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.93,2.8,GRP,80,63087.200000000004,France
7599,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.13,2.45,PVC,29,63065.8,Spain
7600,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.48,2.5,PVC,74,63023.00000000001,France
7601,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,7.95,2.93,PVC,64,63023.00000000001,France
7602,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.48,2.5,PVC,45,63023.00000000001,France
7603,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,6.55,2.54,GRP,107,63023.00000000001,Germany
7604,Bowrider,Saxdor power boats,"new boat on order,Unleaded",2020,5.94,2.29,GRP,68,63023.00000000001,Germany
7605,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.23,2.4,GRP,66,62969.50000000001,Germany
7608,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.43,2.81,GRP,115,62841.100000000006,France
7609,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.0,2.0,PVC,64,62840.030000000006,Spain
7610,Deck Boat,Sessa power boats,new boat from stock,2020,8.0,2.64,GRP,109,62809.00000000001,Italy
7611,Sport Boat,Yamarin power boats,new boat from stock,2020,6.0,2.0,GRP,101,61040.00000000001,Denmark
7612,Runabout,Starcraft power boats,"new boat from stock,Unleaded",2020,6.49,2.49,GRP,171,70251.90000000001,Switzerland
7613,Sport Boat,Nordkapp power boats,new boat from stock,2020,6.5,2.5,GRP,96,70238.58,Switzerland
7614,Pilothouse,Italmar power boats,"new boat from stock,Unleaded",0,6.9,2.55,GRP,122,70218.6,Switzerland
7615,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,6.1,2.5,GRP,53,62595.0,Germany
7617,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.5,GRP,44,62595.0,France
7618,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.64,2.73,PVC,103,62595.0,France
7619,Motor Yacht,Valkkruiser power boats,Used boat,1988,10.94,3.55,Steel,53,62595.0,Netherlands
7620,Motor Yacht,Westwind power boats,"Used boat,Diesel",1981,14.35,3.97,Steel,225,62595.0,Romania
7621,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.84,2.44,GRP,70,62595.0,Germany
7622,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.26,2.48,PVC,143,62498.700000000004,France
7623,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.37,2.52,PVC,88,62454.83,France
7624,Pilothouse,Ocqueteau power boats,new boat from stock,2018,7.26,2.74,PVC,66,96300.0,United
7625,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2005,9.84,3.2,GRP,234,62060.0,Italy
7626,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,7.19,2.54,PVC,46,62060.0,France
7627,Motor Yacht,Sessa power boats,"Used boat,Diesel",2003,9.75,3.0,GRP,187,62060.0,Italy
7628,Pontoon Boat,Ilver power boats,"Used boat,Diesel",1999,10.0,3.25,GRP,107,62060.0,Italy
7629,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2012,8.37,2.93,GRP,81,62060.0,France
7630,Motor Yacht,Salpa power boats,"Used boat,Diesel",2003,9.38,3.35,GRP,107,62060.0,Italy
7631,Motor Yacht,Tecnomarine power boats,"Used boat,Diesel",1989,12.8,4.0,GRP,307,62060.0,Italy
7632,Cabin Boat,Striker power boats,"Used boat,Diesel",1972,11.31,3.6,Aluminium,892,62060.0,Germany
7633,Motor Yacht,Bella power boats,"Used boat,Diesel",2001,8.25,2.6,GRP,478,62060.0,Germany
7634,Motor Yacht,Succes power boats,Used boat,1989,10.5,3.4,Steel,108,62060.0,Netherlands
7635,"Cabin Boat,Flybridge",Altair power boats,"Used boat,Diesel",2008,8.6,3.0,GRP,177,62060.0,Italy
7636,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,7.75,2.55,GRP,177,62006.5,Germany
7637,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.0,2.5,GRP,21,61969.05,France
7639,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,GRP,55,61953.0,France
7640,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2018,6.99,6.96,PVC,166,61953.0,France
7641,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,8.72,2.89,GRP,535,69375.0,Switzerland
7642,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1972,5.8,2.1,Wood,300,69375.0,Switzerland
7643,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",0,6.53,2.59,GRP,47,61846.0,Germany
7644,"Classic,Runabout",Boesch power boats,Used boat,1983,6.86,2.35,Wood,581,68820.0,Switzerland
7646,Sport Boat,XO Boats power boats,new boat from stock,2018,7.52,2.28,Aluminium,186,61525.0,Germany
7648,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.48,2.53,GRP,67,61525.0,France
7650,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1991,9.9,3.6,GRP,436,61525.0,Germany
7652,Cabin Boat,Windy power boats,"Used boat,Unleaded",1987,9.8,2.93,GRP,318,68820.0,Switzerland
7653,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2020,6.19,2.48,GRP,198,68820.0,Switzerland
7654,Flybridge,Princess power boats,"Used boat,Unleaded",1990,9.39,3.4,GRP,660,68820.0,Switzerland
7655,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,8.23,2.76,PVC,60,60990.0,France
7656,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2016,8.03,2.78,PVC,65,60990.0,France
7657,Motor Yacht,Sessa power boats,"Used boat,Diesel",2004,10.0,3.0,PVC,210,60990.0,Spain
7658,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat on order,2020,8.88,2.99,GRP,75,60988.93,Germany
7659,Trawler,Valkkruiser power boats,Used boat,1982,12.0,3.8,Steel,64,60984.65,Netherlands
7660,Bowrider,Campion power boats,new boat from stock,2020,6.0,2.0,GRP,37,59360.00000000001,Denmark
7661,Sport Boat,Karnic power boats,"new boat from stock,Unleaded",0,7.15,2.45,GRP,106,60883.0,Germany
7662,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.31,2.52,GRP,38,60883.0,Germany
7663,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.9,2.48,GRP,70,60883.0,Germany
7664,Sport Boat,Parker power boats,"Used boat,Unleaded",2017,7.46,2.55,PVC,90,60883.0,France
7665,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.99,2.55,GRP,180,60883.0,Germany
7667,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,76,60669.0,Germany
7668,Pilothouse,Hock power boats,"new boat from stock,Diesel",2015,7.15,2.5,GRP,70,60615.5,Germany
7670,Bowrider,Campion power boats,"new boat from stock,Unleaded",2020,2.48,6.4,GRP,209,67932.0,Switzerland
7671,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",0,7.88,2.55,GRP,90,60562.0,Germany
7672,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.13,2.53,GRP,45,60455.0,France
7673,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,116,60455.0,Germany
7674,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,6.0,2.5,GRP,285,67797.69,Switzerland
7675,Sport Boat,Parker power boats,new boat from stock,0,7.85,2.8,GRP,186,60241.0,Germany
7676,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.99,2.55,GRP,101,60241.0,Germany
7677,Bowrider,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.84,2.55,GRP,52,60208.9,France
7678,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.99,2.55,GRP,256,67310.40000000001,Switzerland
7679,Center console boat,Jeanneau power boats,"new boat on order,Unleaded",2020,9.12,2.98,GRP,62,59972.43,Germany
7680,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,8.6,2.98,GRP,75,59972.43,Germany
7682,Motor Yacht,De Boarnstream power boats,Used boat,1991,10.5,3.6,Steel,115,59920.0,Germany
7683,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2001,9.6,2.98,GRP,128,59920.0,INFO
7684,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1997,9.41,2.95,GRP,110,59920.0,INFO
7685,Runabout,Frauscher power boats,"new boat on order,Diesel",2009,6.86,2.25,GRP,562,66600.0,Switzerland
7687,Pilothouse,Jeanneau power boats,Used boat,2016,7.43,2.81,GRP,274,59813.0,Slovenia
7688,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,69,59813.0,Germany
7689,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2008,9.75,3.05,GRP,238,59813.0,Spain
7690,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.48,Steel,27,59813.0,France
7691,Bowrider,Nordkapp power boats,"Used boat,Unleaded",2017,7.05,2.3,GRP,151,59813.0,Germany
7692,Sport Boat,Clear power boats,Display Model,2013,6.99,2.44,GRP,120,66489.0,Switzerland
7693,Sport Boat,Clear power boats,new boat from stock,2013,6.99,2.44,GRP,90,66489.0,Switzerland
7694,Pilothouse,Cranchi power boats,"Used boat,Diesel",2008,9.09,2.87,GRP,211,66489.0,Switzerland
7695,Launch,Maril power boats,"new boat from stock,Diesel",2020,6.4,2.6,GRP,68,59730.61,Germany
7696,Pilothouse,AMT power boats,"Used boat,Unleaded",2018,6.4,2.4,GRP,239,66962.97,Switzerland
7697,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.55,GRP,36,59492.0,Germany
7698,Sport Boat,Sea Ray power boats,new boat from stock,2020,5.97,2.54,GRP,88,59443.850000000006,Germany
7700,Motor Yacht,Starfisher power boats,"Used boat,Diesel",2007,7.48,2.98,GRP,34,59385.0,Spain
7701,Cabin Boat,Crownline power boats,"Used boat,Unleaded",2008,9.2,2.95,GRP,68,59385.0,Italy
7702,Cabin Boat,Crownline power boats,"Used boat,Unleaded",2008,9.2,2.95,GRP,172,59385.0,Italy
7703,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2003,8.75,2.83,GRP,402,66045.0,Switzerland
7704,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1963,6.4,2.22,Wood,531,66045.0,Switzerland
7705,Pilothouse,Fjord power boats,"Used boat,Unleaded",1998,10.0,3.16,GRP,320,66489.0,Switzerland
7706,Motor Yacht,Ibiza Boats power boats,"new boat from stock,Unleaded",2020,6.3,2.34,GRP,126,66489.0,Switzerland
7707,Wakeboard/Wakesurf,Heyday power boats,"new boat from stock,Unleaded",2020,6.0,2.44,GRP,110,59278.0,Germany
7708,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2020,6.05,2.22,GRP,149,66477.90000000001,Switzerland
7709,Sport Boat,Sea Ray power boats,new boat from stock,2019,6.55,2.59,GRP,45,96300.0,United
7710,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.99,2.55,GRP,102,59171.0,Germany
7711,Runabout,Yamarin power boats,new boat from stock,2020,6.77,2.54,GRP,109,59160.3,Germany
7712,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.82,2.45,GRP,171,66089.40000000001,Switzerland
7713,Motor Yacht,NorthMaster power boats,new boat from stock,2020,6.35,2.43,GRP,187,66045.0,Switzerland
7715,Pilothouse,Jeanneau power boats,Used boat,2007,7.5,2.94,GRP,117,58850.0,Italy
7716,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2004,8.93,2.99,GRP,115,58850.0,Italy
7717,Cabin Boat,Menorquin power boats,"Used boat,Diesel",1991,8.53,2.93,Rubber,63,58850.0,Spain
7718,Pilothouse,Cramar power boats,"Used boat,Diesel",2008,9.8,3.05,GRP,240,58850.0,Italy
7720,Fishing Boat,Boston Whaler power boats,"Used boat,Diesel",1992,9.6,2.9,GRP,100,58850.0,Italy
7721,Cabin Boat,Rinker power boats,"Used boat,Unleaded",2007,7.47,2.59,GRP,148,58850.0,Germany
7722,Trawler,Babro power boats,"Used boat,Diesel",1988,11.3,3.6,Steel,67,58850.0,France
7723,Bowrider,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.64,2.66,PVC,111,58850.0,Spain
7724,Sport Boat,Chaparral power boats,Used boat,2010,8.84,2.9,GRP,129,58850.0,Italy
7725,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,8.15,2.59,GRP,107,58850.0,INFO
7726,Motor Yacht,Doral power boats,"Used boat,Unleaded",2002,8.25,2.55,GRP,148,58850.0,Germany
7729,Motor Yacht,Innovazione&Progetti power boats,"Used boat,Unleaded",1998,11.24,3.54,GRP,107,58850.0,Italy
7730,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1990,13.14,3.08,GRP,121,58850.0,Spain
7731,Sport Boat,Grady White Boats power boats,"Used boat,Unleaded",2005,7.92,2.92,GRP,74,58850.0,Italy
7732,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2006,8.84,2.9,GRP,79,58850.0,Italy
7733,Sport Boat,Boston Whaler power boats,Used boat,1990,9.3,3.6,GRP,41,58850.0,Italy
7734,Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1990,13.11,4.6,GRP,112,58850.0,Italy
7735,Pilothouse,Jeanneau power boats,Used boat,2016,7.5,2.81,GRP,45,58850.0,Finland
7736,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,Steel,82,58850.0,France
7737,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,Steel,31,58850.0,France
7739,Bowrider,Cobalt power boats,"Used boat,Unleaded",2015,8.68,2.59,GRP,136,58850.0,Spain
7741,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,8.37,2.98,PVC,66,58850.0,France
7743,Motor Yacht,Arp-Werft  power boats,"Used boat,Diesel",1958,12.0,3.6,Steel,194,58850.0,Germany
7744,"Center console boat,Sport Boat",White Shark power boats,"Used boat,Unleaded",2008,8.99,2.96,GRP,159,58850.0,Calanova
7745,Motor Yacht,Crownline power boats,"Used boat,Unleaded",2008,9.8,2.9,GRP,352,58850.0,Italy
7746,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,9.96,3.5,GRP,71,58850.0,Italy
7748,"Classic,Runabout",Frauscher power boats,"Used boat,Unleaded",2007,6.06,2.2,GRP,920,65490.00000000001,Switzerland
7749,"Cabin Boat,Classic,Motor Yacht",Storebro power boats,"Used boat,Diesel",1983,9.3,3.2,GRP,1054,65490.00000000001,Switzerland
7750,Sport Boat,Sea Ray power boats,new boat from stock,2018,6.55,2.54,GRP,67,58796.5,Germany
7751,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,11.2,3.16,PVC,164,58743.0,Belgium
7752,Pilothouse,Performance power boats,"Used boat,Unleaded",1996,8.98,2.68,GRP,219,58743.0,Germany
7754,Pilothouse,Wellcraft power boats,"new boat from stock,Unleaded",2019,5.59,2.44,PVC,24,58743.0,France
7755,Motor Yacht,Treffer power boats,Used boat,1997,9.5,3.1,Steel,39,58743.0,Netherlands
7756,Bowrider,Scarab power boats,"Used boat,Unleaded",2017,5.74,2.44,GRP,43,58743.0,Germany
7757,Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,6.58,2.49,GRP,32,58743.0,Germany
7758,Trawler,Pedro power boats,"Used boat,Diesel",1991,10.3,3.3,Steel,142,58743.0,Germany
7759,Center console boat,Kelt power boats,"Used boat,Unleaded",2006,8.05,2.8,GRP,137,58743.0,France
7760,Bowrider,Quicksilver power boats,"new boat from stock,Unleaded",0,6.99,2.55,GRP,96,58735.51,Germany
7761,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,177,58636.0,Germany
7762,Pilothouse,Jeanneau power boats,new boat from stock,2019,6.68,2.51,PVC,41,96300.0,United
7763,Sport Boat,Cruisers Yachts power boats,"Used boat,Diesel",2006,9.32,3.1,PVC,118,96300.0,United
7764,Motor Yacht,Princess power boats,"Used boat,Diesel",1986,10.67,3.66,PVC,73,96300.0,United
7765,Motor Yacht,Corvette Cruisers power boats,"Used boat,Diesel",1986,10.0,3.96,PVC,44,96300.0,United
7766,Pilothouse,Nimbus power boats,"Used boat,Diesel",1997,8.61,2.84,GRP,223,96300.0,United
7767,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",0,6.41,2.48,PVC,119,58529.0,France
7768,Sport Boat,IRON power boats,new boat on order,2020,7.12,2.44,GRP,77,58527.93,Germany
7769,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,90,58464.8,Germany
7770,Bowrider,Stingray power boats,new boat from stock,2019,6.0,2.39,GRP,190,58458.380000000005,Germany
7771,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.23,2.44,GRP,83,58400.600000000006,Germany
7772,Sport Boat,Stingray power boats,"Used boat,Unleaded",2013,6.99,2.52,GRP,493,65490.00000000001,Switzerland
7773,Flybridge,Bayliner power boats,"Used boat,Diesel",1994,11.72,4.1,GRP,526,65490.00000000001,Switzerland
7774,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2007,7.49,2.59,GRP,691,65490.00000000001,Switzerland
7775,Sport Boat,Boesch power boats,"Used boat,Unleaded",1996,5.9,2.15,Wood,301,65490.00000000001,Switzerland
7776,Sport Boat,Yamarin power boats,new boat from stock,2020,7.55,2.47,Aluminium,117,58357.8,Germany
7778,Trawler,Proficiat power boats,Used boat,1995,9.7,3.5,Steel,101,58315.0,Netherlands
7779,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2005,9.78,3.1,GRP,135,58315.0,Italy
7781,Trawler,Aquastar power boats,"Used boat,Diesel",1986,11.58,3.84,GRP,70,96300.0,United
7782,Motor Yacht,Rio power boats,"Used boat,Diesel",2001,10.01,3.23,GRP,88,57780.0,Portugal
7783,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2005,9.47,2.87,GRP,187,57780.0,Zadar
7784,Deck Boat,Sessa power boats,"Used boat,Unleaded",2012,7.8,2.64,PVC,30,57780.0,France
7785,Bowrider,Invictus power boats,"new boat from stock,Unleaded",2019,6.1,2.4,GRP,119,57780.0,Germany
7786,Center console boat,Kelt power boats,"Used boat,Unleaded",2015,7.47,2.67,PVC,48,57780.0,France
7787,Flybridge,Rodman power boats,"Used boat,Diesel",2001,9.0,3.31,GRP,138,57780.0,Spain
7788,Center console boat,ManÃ² power boats,Used boat,2008,9.04,3.0,GRP,115,57780.0,Italy
7789,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,10.39,3.1,GRP,269,57780.0,Italy
7791,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2010,8.56,2.99,PVC,56,57780.0,France
7792,Motor Yacht,Larson power boats,"Used boat,Unleaded",2007,8.6,2.9,GRP,161,57780.0,Netherlands
7793,Runabout,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.99,2.55,GRP,63,57778.93,Germany
7794,Center console boat,Rio power boats,Used boat,2008,9.65,3.05,PVC,56,57777.86,France
7795,Sport Boat,Ganz Boats power boats,new boat from stock,2019,6.8,2.35,GRP,118,57673.0,Italy
7796,Center console boat,Flipper power boats,"new boat on order,Unleaded",2020,6.05,2.22,GRP,97,57673.0,Spain
7797,Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,2020,8.23,2.76,GRP,89,57673.0,Slovak
7798,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.31,2.48,PVC,29,57673.0,France
7799,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.41,2.48,Steel,30,57673.0,France
7800,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.45,PVC,15,57673.0,France
7801,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.48,Steel,39,57673.0,France
7802,Center console boat,Jeanneau power boats,new boat from stock,2020,6.31,2.52,GRP,104,57673.0,Germany
7803,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,0,7.48,2.5,GRP,117,57673.0,Germany
7804,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2017,6.64,2.55,GRP,445,57673.0,Germany
7805,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.82,2.45,GRP,296,64590.90000000001,Switzerland
7806,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,209,57566.0,Germany
7808,Runabout,Quicksilver (Brunswick Marine) power boats,new boat on order,2020,8.05,3.0,GRP,75,57564.93,Germany
7810,Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,6.0,2.5,GRP,131,57516.780000000006,Germany
7811,Motor Yacht,Gobbi power boats,"Used boat,Diesel",1998,10.8,3.8,GRP,98,56710.0,Italy
7813,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.64,2.66,PVC,102,56710.0,France
7814,Motor Yacht,De Groot power boats,"Used boat,Diesel",1967,13.8,3.65,Steel,232,56710.0,Belgium
7815,Sport Boat,Europe Marine power boats,"Used boat,Unleaded",2018,7.15,2.34,GRP,226,56710.0,Germany
7816,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.84,2.44,GRP,217,56708.93,Germany
7817,Sport Boat,Sea Ray power boats,new boat from stock,2020,6.55,2.54,GRP,85,56708.93,Germany
7818,Center console boat,BÃ©nÃ©teau power boats,new boat from stock,2019,8.1,2.53,PVC,59,56676.83,France
7819,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.53,PVC,76,56676.83,France
7820,Motor Yacht,Cytra power boats,"Used boat,Diesel",1975,11.2,3.5,GRP,175,56603.0,Germany
7821,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.5,GRP,42,56603.0,France
7822,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,52,56603.0,Germany
7824,Center console boat,NUVA Yachts power boats,"Display Model,Unleaded",2019,5.99,2.49,GRP,99,56549.5,Germany
7825,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.02,2.34,GRP,96,56485.3,Germany
7826,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.5,GRP,45,56389.0,France
7827,Sport Boat,Jeanneau power boats,"Display Model,Unleaded",2019,6.4,2.45,GRP,147,63159.00000000001,Switzerland
7828,Wakeboard/Wakesurf,Nautique power boats,"Used boat,Unleaded",2005,6.32,2.36,GRP,1119,63159.00000000001,Switzerland
7829,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,6.23,2.52,PVC,22,56282.0,Spain
7830,Sport Boat,Silver power boats,"new boat from stock,Unleaded",0,6.06,2.36,GRP,170,56175.0,Germany
7831,Sport Boat,Silver power boats,"new boat from stock,Unleaded",0,6.4,2.25,Aluminium,99,56175.0,Germany
7832,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,8.36,2.95,Steel,84,56175.0,France
7833,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2017,7.19,2.54,PVC,114,56175.0,Belgium
7834,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2017,8.03,2.78,PVC,50,56175.0,France
7838,Cabin Boat,Rinker power boats,"Used boat,Unleaded",2008,7.47,2.59,GRP,708,62715.00000000001,Switzerland
7839,Bowrider,Parker power boats,"new boat from stock,Unleaded",2019,6.1,2.25,GRP,195,55857.21000000001,Switzerland
7840,Pilothouse,Jeanneau power boats,new boat from stock,2020,7.39,2.57,PVC,60,96300.0,United
7841,Sport Boat,Sea Ray power boats,new boat from stock,2019,6.55,2.54,GRP,56,55638.93,Germany
7842,Bowrider,Bayliner power boats,"Used boat,Unleaded",2018,6.2,2.45,GRP,98,55533.0,Germany
7843,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.48,2.53,PVC,38,55533.0,France
7844,Passenger boat,Alfastreet Marine power boats,"Used boat,Electric",2017,7.8,2.45,GRP,130,55533.0,Hungary
7845,Center console boat,Jeanneau power boats,new boat from stock,2020,6.86,2.52,GRP,31,55533.0,Netherlands
7846,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.99,2.55,GRP,113,55533.0,Germany
7847,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,5.94,2.54,GRP,126,55516.950000000004,Germany
7848,Bowrider,Silver power boats,"new boat from stock,Unleaded",2020,5.64,2.16,Aluminium,196,62049.00000000001,Switzerland
7849,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.48,PVC,24,55274.060000000005,France
7850,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2015,7.7,2.78,GRP,381,61938.00000000001,Switzerland
7851,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,PVC,35,55105.0,France
7852,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.4,2.46,GRP,155,55105.0,Germany
7853,Sport Boat,BÃ©nÃ©teau power boats,Used boat,2011,7.99,2.94,PVC,74,55105.0,France
7854,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,7.99,2.94,PVC,115,55105.0,France
7855,Sport Boat,Skibsplast power boats,"Used boat,Unleaded",2008,6.85,2.49,GRP,370,61666.05,Switzerland
7856,Bowrider,Sea Ray power boats,Used boat,0,5.94,2.5,GRP,130,54940.22,Belgium
7857,Bowrider,Finnmaster power boats,"new boat from stock,Unleaded",2020,6.39,2.29,GRP,129,54880.3,Germany
7858,Pilothouse,Proficiat power boats,"Used boat,Diesel",1985,9.5,2.97,Steel,261,61050.00000000001,Switzerland
7859,Cabin Boat,Fairline power boats,"Used boat,Unleaded",1990,10.04,3.42,GRP,1386,61050.00000000001,Switzerland
7860,Deck Boat,Parker power boats,"new boat from stock,Unleaded",2020,6.45,2.45,GRP,164,54757.25,Switzerland
7861,Pilothouse,Parker power boats,new boat from stock,2018,7.46,2.55,GRP,166,54586.05,Germany
7862,Sport Boat,Sea Ray power boats,new boat from stock,2019,5.94,2.54,GRP,106,54570.0,Germany
7863,Motor Yacht,Ocqueteau power boats,"Used boat,Diesel",2004,9.0,3.4,PVC,126,54570.0,France
7864,Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,6.55,2.48,GRP,113,54463.0,Germany
7865,Bowrider,Glastron power boats,"Display Model,Unleaded",2020,6.2,2.54,GRP,329,61050.00000000001,Switzerland
7866,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2014,6.1,2.59,GRP,578,61050.00000000001,Switzerland
